Sex	Name	Origin	Meaning	Source
F	Agneta	Danish	Pure.	source1
F	Agneta	Greek	Variant of Agnes: Poor, pure, or chaste. St. Agnes was a 3rd century Christian martyr whose January 21st feast day is described in Keats' poem 'The Eve of St Agnes'. Agnes was popular until the Reformation, then revived in the 19th century.Pure.	source1
F	Agneta	Old Greek	the pure, the chaste	source2
F	Agneta	Swedish	Pure.	source1
F	Agnete	Old Greek	the pure, the chaste	source2
F	Agnetha	Old Greek	the pure, the chaste	source2
F	Agnieszka	Old Greek	the pure, the chaste	source2
F	Agnita	Old Greek	the pure, the chaste	source2
F	Agostina	Latin	the august, the dignified	source2
F	Agotha	Greek	Good.	source1
F	Agotha	Hungarian	Hungarian form of Agatha. Kind. Good.	source1
F	Agoti	Hungarian	Hungarian form of Agatha. Kind. Good.	source1
F	Agrafina	Latin	Born feet first.	source1
F	Agrafina	Russian	Born feet first.	source1
F	Agrafine	Latin	Born feet first.	source1
F	Agrippinae	Latin	Colonist.	source1
F	Agrippina	Latin	Colonist.	source1
F	Agueda	Greek	Kind.	source1
F	Agueda	Spanish	Kind.	source1
F	Agurtzane	Basque	Refers to the Virgin Mary.	source1
F	Agustina	Latin	Majestic; grand.	source1
F	Agustina	Latin	the august, the dignified	source2
F	Ahaana	Sanskrit	dawn	source2
F	Ahalya	Indian	Night.	source1
F	Ahana	Irish	From the little ford.	source1
F	Ahana	Sanskrit	dawn	source2
F	Ahava	Biblical	Essence, being, generation.	source1
F	Ahava	Hebrew	Dearly loved.	source1
F	Ahave	Hebrew	Dearly loved.	source1
F	Ahd	Muslim	Pledge. Knowledge..	source1
F	Ahd	Muslim	Variant of Ahd: Pledge. Knowledge..	source1
F	Ahelia	Hebrew	Breath.	source1
F	Ahelie	Hebrew	Breath.	source1
F	Ahellona	Greek	Masculine.	source1
F	Ahisma	Hindi	Not violent.	source1
F	Ahisma	Indian	Gentle.	source1
F	Ahlaam	Muslim	Variant of Ahlam: Dreams. Utopia..	source1
F	Ahlai	Biblical	Beseeching, sorrowing, expecting.	source1
F	Ahlam	Muslim	Dreams. Utopia..	source1
F	Aholibah	Biblical	My tent or my tabernacle in her	source1
F	Aholibamah	Biblical	My tabernacle is exalted.	source1
F	Ahuda	Hebrew	Dearly loved.	source1
F	Ahuva	Hebrew	Dearly loved.	source1
F	Ahuzzah	Biblical	Possession, seizing, collecting.	source1
F	Aiath	Biblical	Mass, heap. An hour, eye, fountain.	source1
F	Ai	Biblical	Mass, heap.	source1
F	Aicha	Arabic	alive	source2
F	Aïcha	Arabic	alive	source2
F	Aida	English	Wealthy.	source1
F	Aida	French	Help.	source1
F	A'idah	Muslim	Visiting. Returning. Reward..	source1
F	Aida	Italian	Happy. Famous bearer: The Ethiopian princess in Verdi's opera Aida'. Also a Japanese surname: runs across the field.	source1
F	Aida	Italian	 	source2
F	Aidan	Irish	Little fire.	source1
F	Aida	Spanish	Help.	source1
F	Aideen	Irish	Little fire.	source1
F	Aidia	Spanish	Help.	source1
F	Aidoios	Greek	Honored.	source1
F	Aieeda	Muslim	Variant of Aa'ida: Returness..	source1
F	Aife	Celtic	A great warrior woman of myth.	source1
F	Aifric	Irish	Pleasant.	source1
F	Aiglentina	French	Sweetbrier rose.	source1
F	Aiglentine	French	Sweetbrier rose.	source1
F	Aigneis	Celtic	Pure.	source1
F	Aigneis	Gaelic	Gaelic forms of Agnes.	source1
F	Aigneis	Greek	Pure.	source1
F	Aigneis	Irish	Pure.	source1
F	Ai	Japanese	love, affection	source2
F	Aijeleth-Shahar	Biblical	The land of the morning.	source1
F	Aiko	Japanese	love child	source2
F	Aiko	Old High German	Words: point, edge	source2
F	Aila	Hebrew	the oak	source2
F	Ailani	Hawaiian	High chief.	source1
F	Ailani	Unknown	 	source2
F	Aila	Scottish	From the strong place.	source1
F	Ailat	Hebrew	Behind.	source1
F	Ailbhe	Old Irish	Words: white	source2
F	Aileana	Scottish	From the green meadow.	source1
F	Aileene	Irish	Variant of Evelyn.	source1
F	Aileene	Scottish	Variant of Evelyn.	source1
F	Aileen	Irish	Variant of Eileen: Light. From the name Eibhlin, derived from Evelyn or Evelina. Light.	source1
F	Aileen	Old French	 	source2
F	Aileen	Scottish	From the green meadow, a variant of Evelyn. Also a Scottish variant of the Irish Eileen.	source1
F	Ailén	Mapudungun	maybe ember	source2
F	Ailey	Irish	Light.	source1
F	Ailia	Irish	Light.	source1
F	Ailidh	Celtic	Kind.	source1
F	Ailie	French	Diminutive of Alison: A 13th century variant of Alice meaning nobility. Now particularly popular in Scotland.	source1
F	Ailie	Gaelic	Diminutive of Ailis: The Scottish Gaelic form of Alice.	source1
F	Ailie	Scottish	Diminutive of Ailsa: From Ailsa Craig, a rocky islet in the Scottish Firth of Clyde. Also a Scottish variant of Else, and a diminutive of Ailis or Alison.	source1
F	Aili	German	Sweet.	source1
F	Aili	Irish	Light.	source1
F	Ailisa	Irish	Noble.	source1
F	Ailis	Celtic	Noble.	source1
F	Ailise	Irish	Noble.	source1
F	Ailis	English	Variant of Alice: Of the nobility. From the German Adalheidis meaning nobility, and the French Adeliz which is a form of Adelaide.	source1
F	Ailis	Gaelic	The Scottish Gaelic form of Alice.	source1
F	Ailis	German	Sweet.	source1
F	Ailis	Irish	Noble or honest.	source1
F	Aillén	Mapudungun	maybe ember	source2
F	Ailna	German	Diminutive of Adeline and Adela: Sweet or pleasant; of the nobility. Noble. From the Old German 'athal' meaning 'noble.	source1
F	Ailne	German	Diminutive of Adeline and Adela: Sweet or pleasant; of the nobility. Noble. From the Old German 'athal' meaning 'noble.	source1
F	Ailsa	Danish	Danish form of Elizabeth.	source1
F	Ailsa	German	Variant of Elsa: A diminutive of Elizabeth, meaning 'my god is bountiful', or 'god of plenty.' Also from the Old German athal meaning 'noble'. Famous bearers: heroine of Wagner's opera 'Loheogrin'; the tame lioness in Joy Adamson's Born Free.	source1
F	Ailsa	Hebrew	Devoted to God.	source1
F	Ailsa	Old Norse	Words: island	source2
F	Ailsa	Scottish	From Ailsa Craig, a rocky islet in the Scottish Firth of Clyde. Also a Scottish variant of Else.	source1
F	Ailsa	Teutonic	Good humor.	source1
F	Ailse	German	Sweet.	source1
F	Ailsie	Hebrew	Devoted to God.	source1
F	Ai	Mandarin	love	source2
F	Aimee	French	Variant of Amy: Dearly loved; Beloved. From the Old French Amee, which derives from the Latin amatus meaning loved.	source1
F	Aimee	Latin	the beloved	source2
F	Aimée	Latin	the beloved	source2
F	Aimi	Japanese	Words: love, affection / love, affection / beauty, beautiful	source2
F	Aimil	Gaelic	Gaelic form of Amelia.	source1
F	Aimiliana	Teutonic	Hard working.	source1
F	Aimilionia	Teutonic	Hard working.	source1
F	Aina	Celtic	Joy.	source1
F	Aina	Finnish	the only one	source2
F	Ainara	Basque	the swallow	source2
F	Aina	Swedish	Joy.	source1
F	Ain	Biblical	An hour, eye, fountain.	source1
F	Aindrea	English	Feminine form of Andrew: Brave; Manly.  Famous Bearer: Prince Andrew.	source1
F	Aine	Celtic	Fire or joy.	source1
F	Ain	Egyptian	Priceless.	source1
F	Aine	Irish	Ardent. Variant of Eshne: Little fire, from Irish Gaelic.	source1
F	Aine	Old Irish	fire	source2
F	Aingealag	Gaelic	Angel.	source1
F	Aingeal	Celtic	Angel.	source1
F	Aingeal	Irish	Angel.	source1
F	Ainhoa	Basque	Refers to the Virgin Mary.	source1
F	Ainhoa	Basque	 	source2
F	Aini	Muslim	Spring. Flower. Source. Choice..	source1
F	Ain	Muslim	Eye - thus precious..	source1
F	Ainoa	Unknown	 	source2
F	Aino	Finnish	the only one	source2
F	Ainsley	English	Derived from the Brittish Nottinghamshire place name of Annesley. From Ann's meadow. From the awe inspiring one's meadow.	source1
F	Ainsley	Old English	Words: wood, clearing, meadow	source2
F	Ainslie	English	Derived from the Brittish Nottinghamshire place name of Annesley. From Ann's meadow. From the awe inspiring one's meadow.	source1
F	Ainslie	Old English	Words: wood, clearing, meadow	source2
F	Aintzane	Basque	Glory.	source1
F	Aintzane	Spanish	Glorious.	source1
F	Ainul	Unknown	maybe eye	source2
F	Airic	Celtic	Agreeable.	source1
F	Airi	Japanese	Words: love, affection / jasmine	source2
F	Airi	Japanese	Words: love, affection / pear tree	source2
F	Airi	Japanese	Words: love, affection / reason, logic	source2
F	Airla	Greek	Ethereal.	source1
F	Airleas	Gaelic	Oath.	source1
F	Airleas	Irish	Oath.	source1
F	Airlia	Greek	Ethereal.	source1
F	Aischa	Arabic	alive	source2
F	Aisha	Arabic	alive	source2
F	Aisha	Arabic	Lively. Woman. Life. Aisha was the name of the favorite wife of the prophet Mohammed.	source1
F	Aishah	Arabic	alive	source2
F	A'ishah	Arabic	Lively.	source1
F	Aishah	Arabic	Woman. Life. Aisha was the name of the favorite wife of the prophet Mohammed.	source1
F	A'ishah	Muslim	Variant of Ayisha: Life. Vivaciousness. Living. Prosperous. Youngest wife of the Prophet Muhammad..	source1
F	A'isha	Muslim	Variant of Ayisha: Life. Vivaciousness. Living. Prosperous. Youngest wife of the Prophet Muhammad..	source1
F	Aisha	Muslim	Variant of Ayisha: Life. Vivaciousness. Living. Prosperous. Youngest wife of the Prophet Muhammad..	source1
F	Aishling	Irish	dream, vision	source2
F	Aisley	Anglo-Saxon	Dwells at the ash tree meadow.	source1
F	Aisley	English	From the ash tree grove.	source1
F	Aisling Ashling	Irish	Dream or vision.	source1
F	Aisling	Irish	dream, vision	source2
F	Aisling	Irish	Vision.	source1
F	Aislin	Irish	Vision.	source1
F	Aislinn	Irish	dream, vision	source2
F	Aislinn	Irish	Variant of Aisling or Ashling: Dream or vision.	source1
F	Aisly	Anglo-Saxon	Dwells at the ash tree meadow.	source1
F	Aissata	Unknown	 	source2
F	Aissatou	Unknown	 	source2
F	Aisyah	Arabic	alive	source2
F	Aitana	Basque	Words: glory	source2
F	Aithne	Celtic	Fire.	source1
F	Aitziber	Basque	Refers to the Virgin Mary.	source1
F	Aiya	Hebrew	Bird.	source1
F	Aiyana	Ethiopian	maybe beautiful flower	source2
F	Aiyana	NativeAmerican	Eternal blossom.	source1
F	Aiyanna	Ethiopian	maybe beautiful flower	source2
F	Ajalon	Biblical	A chain, strength, a stag.	source1
F	Ajana	Unknown	 	source2
F	Aja	Sanskrit	goat	source2
F	Ajaya	Hindi	Invincible.	source1
F	Ajda	Unknown	maybe buckwheat	source2
F	Ajla	Slavic	 	source2
F	Ajna	Unknown	maybe mirror	source2
F	Ajsa	Arabic	alive	source2
F	Ajshe	Arabic	alive	source2
F	Ajthne	Irish	Ardent. Variant of Eshne: Little fire, from Irish Gaelic.	source1
F	Akakia	Greek	Guileless.	source1
F	Aka	Maori	Affectionate.	source1
F	Akantha	Greek	Thorn.	source1
F	Akeelah	Unknown	 	source2
F	Akemi	Japanese	bright and beautiful	source2
F	Akenehi	Maori	Pure.	source1
F	Akibe	Hebrew	Protected.	source1
F	Akiha	Hebrew	Protected.	source1
F	Akiko	Japanese	Iris; light and bright.	source1
F	Akila	Egyptian	Intelligent.	source1
F	Akilah	Arabic	Wise. Bright. Smart.	source1
F	Akilah	Muslim	Intelligent. Logical. One who reasons..	source1
F	Akili	African	Bright. Smart. (Tanzanian).	source1
F	Akiliano	Hawaiian	From the city of Adrian.	source1
F	Akilina	Latin	Eaglelike.	source1
F	Akilina	Russian	Eagle.	source1
F	Akira	Japanese	bright, Light	source2
F	Akira	Scottish	Anchor.	source1
F	Akiva	Hebrew	Protected.	source1
F	Akona	Maori	To enthuse.	source1
F	Akrabbim	Biblical	Scorpions.	source1
F	Akshara	Sanskrit	word; indestructible	source2
F	Alaia	Hebrew	the ascent	source2
F	Alaida	Latin	Winged.	source1
F	Alaina	Celtic	Words: rock	source2
F	Alaina	Irish	Dear child.	source1
F	Alaine	French	Dear child.	source1
F	Alaine	Irish	Beautiful.	source1
F	Alain	Gaelic	Bright.	source1
F	Alair	French	Cheerful, glad. Variant of Hilary.	source1
F	Alamea	Hawaii	precious	source2
F	Alameda	NativeAmerican	Grove of cottonwood.	source1
F	Alameda	Spanish	Promenade.	source1
F	Alana	Celtic	Feminine form of Alan meaning harmony, stone, or noble.	source1
F	Alana	Celtic	Words: rock	source2
F	Alana	Gaelic	This name of uncertain origin may be a feminine form of Man, or derived from the Irish Gaelic word for 'child'.	source1
F	Alana	Hawaiian	Feminine of Alan awakening.	source1
F	Alana	Irish	Beautiful. Dear child.	source1
F	Alana	Old Irish	Words: child	source2
F	Alandra	Spanish	Variant of Alexandra: defender of mankind.	source1
F	Alane	Celtic	Fair.	source1
F	Alani	Hawaii	orange	source2
F	Alani	Irish	Beautiful. Dear child.	source1
F	Alanis	Celtic	Words: rock	source2
F	Alanna	Celtic	Feminine form of Alan meaning harmony, stone, noble, or fair.	source1
F	Alanna	Celtic	Words: rock	source2
F	Alanna	Gaelic	This name of uncertain origin may be a feminine form of Man, or derived from the Irish Gaelic word for 'child'.	source1
F	Alannah	Irish	Beautiful. Dear child.	source1
F	Alannah	Old Irish	Words: child	source2
F	Alanna	Irish	Beautiful. Dear child.	source1
F	Alanna	Old Irish	Words: child	source2
F	Alanza	Spanish	Ready for battle. Feminine of Alonzo.	source1
F	Alaqua	NativeAmerican	Sweet gum tree.	source1
F	Alarica	German	All ruler.	source1
F	Alarica	Teutonic	Universal ruler.	source1
F	Alarice	English	Rules all. Feminine of Alaric.	source1
F	Alarice	German	Rules all. Feminine of Alaric.	source1
F	Alaricia	Teutonic	Universal ruler.	source1
F	Alastrina	Celtic	Defends mankind.	source1
F	Alastrina	Irish	Feminine form of Alastair, meaning avenger.	source1
F	Alastrine	Celtic	Defends mankind.	source1
F	Alastriona	Celtic	Defends mankind.	source1
F	Alastriona	Irish	Feminine form of Alastair, meaning avenger.	source1
F	Alathea	Greek	'Truthful.' Mythological goddess of truth.	source1
F	Alawa	NativeAmerican	Pea (Algonquin).	source1
F	Alaya	Hebrew	the ascent	source2
F	Alayah	Hebrew	the ascent	source2
F	Alayna	Celtic	Words: rock	source2
F	Alayna	Irish	Beautiful. Dear child.	source1
F	Alayne	Gaelic	Bright.	source1
F	Alayne	Irish	Beautiful. Dear child.	source1
F	Alaysia	Old Greek	 	source2
F	Alazne	Basque	Miracle.	source1
F	Alazne	Spanish	Miracle.	source1
F	Alba	Latin	the white	source2
F	Alba	Latin	White.	source1
F	Alba María	Spanish	 	source2
F	Albana	Albanian	the Albanian	source2
F	Albane	Latin	Words: white	source2
F	Alberta	English	Feminine form of Albert from the Old German Adalbert meaning noble and bright. The Canadian province Alberta was named for Queen Victoria and prince Albert's daughter Princess Louise Alberta, who was married to a former Canadian Governor General.	source1
F	Alberta	German	Noble, bright. Feminine of Albert.	source1
F	Alberta	Hungarian	Bright or noble.	source1
F	Alberta	Old High German	Words: noble, honorable / bright	source2
F	Alberta	Teutonic	Feminine form of Albert: intelligent or noble.	source1
F	Alberteen	English	Noble.	source1
F	Alberte	Old High German	Words: noble, honorable / bright	source2
F	Alberte	Teutonic	Feminine form of Albert: intelligent or noble.	source1
F	Albertina	English	Feminine form of Albert from the Old German Adalbert meaning noble and bright. Albert became popular in England after Queen Victoria married Prince Albert in 1840. Noble, bright.	source1
F	Albertina	French	Feminine form of Albert.	source1
F	Albertina	German	Noble, bright. Feminine of Albert.	source1
F	Albertina	Old High German	Words: noble, honorable / bright	source2
F	Albertina	Teutonic	Feminine form of Albert: intelligent or noble.	source1
F	Albertine	English	Feminine form of Albert from the Old German Adalbert meaning noble and bright. Albert became popular in England after Queen Victoria married Prince Albert in 1840.	source1
F	Albertine	German	Noble, bright. Feminine of Albert.	source1
F	Albertine	Old High German	Words: noble, honorable / bright	source2
F	Albertine	Spanish	Noble.	source1
F	Albertine	Teutonic	Feminine form of Albert: intelligent or noble.	source1
F	Albertyna	English	Noble.	source1
F	Albertyne	English	Noble.	source1
F	Albertyne	German	Intelligent.	source1
F	Albhda	Latin	Feminine form of Albin: From the Latin Albinus, meaning white.Variant of Alban: From Albanus meaning 'of Alba', the ancient Latin city Alba Longa, whose name derives from albus meaning white.	source1
F	Albina	English	A feminine form of Albin, borne by a 3rd-century saint. The name was popular in Britain in the 17th and 18th centuries.	source1
F	Albina	Latin	Feminine form of Albin: From the Latin Albinus, meaning white.Variant of Alban: From Albanus meaning 'of Alba', the ancient Latin city Alba Longa, whose name derives from albus meaning white.	source1
F	Albina	Latin	the white	source2
F	Albine	Latin	the white	source2
F	Albinia	Italian	White. A feminine form of Albin, introduced into Britain from Italy in the early 17th century. The name was frequently used by members of the aristocratic Cecil family and their descendants.	source1
F	Albinia	Latin	Feminine form of Albin: From the Latin Albinus, meaning white.Variant of Alban: From Albanus meaning 'of Alba', the ancient Latin city Alba Longa, whose name derives from albus meaning white.	source1
F	Albinka	Polish	Blond.	source1
F	Albiona	ArthurianLegend	White.	source1
F	Albreda	English	Introduced into Britain during the Norman Conquest, from an Old German name meaning elf counsel Was originally used for both sexes, but is now regarded as a feminine name.	source1
F	Albula	Latin	From the Tiber.	source1
F	Albulena	Albanian	 	source2
F	Alcamene	Latin	Mother of Hercules.	source1
F	Alcee	Italian	Famous bearer: Alcine is mistress of alluring enchantments and sensual pleasures in the Orlando poems.	source1
F	Alcestis	Greek	Name of a woman who gave her life to save her hushand.	source1
F	Alcimede	Latin	Mother of Jason.	source1
F	Alcina	Greek	Feminine of Alcinous.	source1
F	Alcina	Italian	Famous bearer: Alcine is mistress of alluring enchantments and sensual pleasures in the Orlando poems.	source1
F	Alcine	Italian	Famous bearer: Alcine is mistress of alluring enchantments and sensual pleasures in the Orlando poems.	source1
F	Alcinia	Italian	Famous bearer: Alcine is mistress of alluring enchantments and sensual pleasures in the Orlando poems.	source1
F	Alcippe	Greek	Daughter of Ares.	source1
F	Alcippe	Latin	Mighty mare.	source1
F	Alcmena	Latin	Mother of Hercules.	source1
F	Alcmene	Greek	Mother of Hercules.	source1
F	Alcumena	Latin	Mother of Hercules.	source1
F	Alcyone	Greek	Daughter of Aeolus.	source1
